"Item Id","Sold Date","Canceled Date","Completed Date","Item Title","Order Status","Shipped to State","Shipped from State","Item Price","Buyer Shipping Fee","Seller Shipping Fee","Mercari Selling Fee","Payment Processing Fee Charged To Seller","Shipping Adjustment Fee","Penalty Fee","Net Seller Proceeds","Sales Tax Charged to Buyer","Merchant Fees Charged to Buyer","Service Fee Charged to Buyer","Buyer Protection Charged to Buyer","Payment Processing Fee Charged to Buyer"
"m83024974447","2022-01-10","","2022-01-21","Disney Minnie Mouse 25"" Luggage","Completed","Pennsylvania","California","156.00","13.50","0.00","15.60","4.82","0.00","0.00","135.58","10.17","0.00","0.00","0.00","0.00"
"m44152041858","2022-01-16","","2022-01-22","Berkshire x Peanuts Snoopy Dreaming Heart Pillow","Completed","Ohio","California","38.00","7.84","0.00","3.80","1.40","0.00","0.00","32.80","3.32","0.00","0.00","0.00","0.00"
"m58500335133","2022-01-15","","2022-01-22","Beagle Plush Decorative Throw Blanket NWT","Completed","New Jersey","California","28.00","7.84","0.00","2.80","1.11","0.00","0.00","24.09","2.37","0.00","0.00","0.00","0.00"
"m82353331273","2022-01-14","","2022-01-22","Eiffel Tower Book Ends","Completed","Pennsylvania","California","12.00","5.99","0.00","1.20","0.65","0.00","0.00","10.15","1.08","0.00","0.00","0.00","0.00"
"m77229014530","2022-01-19","","2022-01-22","Gold Metal Moon Phases Hanging Wall Art","Completed","New York","California","20.00","4.80","0.00","2.00","0.88","0.00","0.00","17.12","2.20","0.00","0.00","0.00","0.00"
"m24973480170","2022-01-19","","2022-01-23","Valentine Red Hearts 10 FT String Lights | Perfect for Tiered Trays","Completed","Florida","California","18.00","5.99","0.00","1.80","0.82","0.00","0.00","15.38","1.68","0.00","0.00","0.00","0.00"
"m69007737957","2022-01-17","","2022-01-24","Reserved: Snoopy Peanuts Valentine's Bundle","Completed","Maryland","California","100.00","13.00","0.00","10.00","3.20","0.00","0.00","86.80","6.00","2.00","0.00","0.00","0.00"
"m84812492701","2022-01-21","","2022-01-24","St Patrick's Day Felt bird Tiered Tray Decor HTF RARE!","Completed","Massachusetts","California","25.00","4.80","0.00","2.50","1.03","0.00","0.00","21.47","1.56","0.00","0.00","0.00","0.00"
"m86390328242","2022-01-15","","2022-01-24","Bejeweled Crown Tray Candle Holder Decor","Completed","North Carolina","California","25.00","5.99","0.00","2.50","1.03","0.00","0.00","21.47","2.17","0.00","0.00","0.00","0.00"
"m35554202758","2022-01-18","","2022-01-24","Reserved: Boho Woven Basket Storage Decor","Completed","Florida","California","26.00","9.84","0.00","2.60","1.05","0.00","0.00","22.35","2.51","0.00","0.00","0.00","0.00"
"m44820382792","2022-01-18","","2022-01-24","Southern Glam Gold Pedestal with Glass Dome","Completed","Florida","California","25.00","7.84","0.00","2.50","1.03","0.00","0.00","21.47","2.30","0.00","0.00","0.00","0.00"
"m20403669413","2022-01-22","","2022-01-24","Juicy Couture Romantic Rose Satchel Handbag","Completed","California","California","46.00","7.84","0.00","4.60","1.63","0.00","0.00","39.77","3.57","0.00","0.00","0.00","0.00"
"m40855718742","2022-01-14","","2022-01-25","Rae Dunn Valentines day plush throw blanket with tassels","Completed","Massachusetts","California","35.00","7.84","0.00","3.50","1.32","0.00","0.00","30.18","2.19","0.00","0.00","0.00","0.00"
"m36443829155","2022-01-19","","2022-01-26","Reserved Paris Bundle","Completed","Washington","California","30.00","7.84","0.00","3.00","1.17","0.00","0.00","25.83","3.44","0.00","0.00","0.00","0.00"
"m88525307546","2022-01-22","","2022-01-26","Potted plant succulent shower curtain","Completed","Alabama","California","23.00","5.99","0.00","2.30","0.97","0.00","0.00","19.73","1.84","0.00","0.00","0.00","0.00"
"m43678464436","2022-01-19","","2022-01-26","Farmhouse Ceramic Pedestal Risers (2)","Completed","Mississippi","California","16.00","7.84","0.00","1.60","0.76","0.00","0.00","13.64","1.67","0.00","0.00","0.00","0.00"
"m78493753373","2022-01-20","","2022-01-27","Paris Eiffel Tower and Hearts Plush Throw Blanket","Completed","Texas","California","28.00","7.84","0.00","2.80","1.11","0.00","0.00","24.09","2.96","0.00","0.00","0.00","0.00"
"m23408763997","2022-01-16","","2022-01-27","Jeep Wrangler Valentine's Day Kitchen Towels (2)","Completed","West Virginia","California","15.00","4.80","0.00","1.50","0.74","0.00","0.00","12.76","1.19","0.00","0.00","0.00","0.00"
"m24347560856","2022-01-15","","2022-01-27","Betsey Johnson Frenchie Insulated Lunch Tote Bag","Completed","Illinois","California","29.00","5.99","0.00","2.90","1.14","0.00","0.00","24.96","2.19","0.00","0.00","0.00","0.00"
"m56912678408","2022-01-19","","2022-01-27","Valentine's Day Be My Valentine Gnome Throw Blanket","Completed","North Carolina","California","24.00","7.84","0.00","2.40","1.00","0.00","0.00","20.60","2.15","0.00","0.00","0.00","0.00"
"m80006949738","2022-01-21","","2022-01-28","KitchenAid Pistachio Kitchen Set","Completed","Oregon","California","21.00","7.84","0.00","2.10","0.91","0.00","0.00","17.99","0.00","0.00","0.00","0.00","0.00"
"m30898040333","2022-01-20","","2022-01-28","Juicy Couture Hearts Backpack with Heart Charm | Valentine Gift Idea!","Completed","California","California","59.00","7.84","0.00","5.90","2.01","0.00","0.00","51.09","4.57","0.00","0.00","0.00","0.00"
"m68614893408","2022-01-21","","2022-01-28","Jeep Wrangler Rubicon Plush Throw Blanket 3 Pc Set!","Completed","Texas","California","33.00","7.84","0.00","3.30","1.26","0.00","0.00","28.44","3.37","0.00","0.00","0.00","0.00"
"m64509980378","2022-01-22","","2022-01-28","Jeep Wrangler Rubicon Plush Throw Blanket 3 Pc Set!","Completed","Pennsylvania","California","31.00","7.84","0.00","3.10","1.20","0.00","0.00","26.70","2.33","0.00","0.00","0.00","0.00"
"m49531711318","2022-01-25","","2022-01-28","Farmhouse Ceramic Pedestal Risers","Completed","Ohio","California","18.00","5.99","0.00","1.80","0.82","0.00","0.00","15.38","1.68","0.00","0.00","0.00","0.00"
"m59125729258","2022-01-21","","2022-01-29","French Bulldogs Unicorns Hearts and Rainbows Throw Blanket","Completed","Pennsylvania","California","24.00","7.84","0.00","2.40","1.00","0.00","0.00","20.60","1.91","0.00","0.00","0.00","0.00"
"m83640315952","2022-01-24","","2022-01-29","Jeep Wrangler Rubicon Plush Throw Blanket 3 Pc Set!","Completed","Utah","California","29.00","7.84","0.00","2.90","1.14","0.00","0.00","24.96","2.10","2.00","0.00","0.00","0.00"
"m49980497659","2022-01-20","","2022-01-30","American or French Bulldog Resin Statue Home Decor","Completed","Georgia","California","28.00","7.84","0.00","2.80","1.11","0.00","0.00","24.09","2.87","0.00","0.00","0.00","0.00"
"m58429169971","2022-01-26","","2022-01-30","Farmhouse St. Patrick's Day Wool and Beads Pom Pom Garland 72""","Completed","Utah","California","24.00","5.99","0.00","2.40","1.00","0.00","0.00","20.60","1.86","0.00","0.00","0.00","0.00"
"m52523085404","2022-01-21","","2022-01-30","Peanuts Snoopy LOVE  XOXO Hearts Valentine's Day Plush Throw Blanket","Completed","New York","California","28.00","7.84","0.00","2.80","1.11","0.00","0.00","24.09","2.91","0.00","0.00","0.00","0.00"
"m10736172380","2022-01-28","","2022-02-01","Paris Canvas Storage Containers x 2","Completed","Wisconsin","California","24.00","7.99","0.00","2.40","1.00","0.00","0.00","20.60","1.76","0.00","0.00","0.00","0.00"
"m57878472238","2022-01-27","","2022-02-03","Valentine's Day Pugs & Kisses Bowls Cups Set of 12","Completed","Maryland","California","24.00","7.84","0.00","2.40","1.00","0.00","0.00","20.60","1.44","0.00","0.00","0.00","0.00"
"m48673126849","2022-01-28","","2022-02-03","Farmhouse St. Patrick's Day Pom Pom Garland 72"" |Tier Tray Decor!","Completed","Illinois","California","20.00","4.80","0.00","2.00","0.88","0.00","0.00","17.12","1.55","0.00","0.00","0.00","0.00"
"m27353155687","2022-01-31","","2022-02-03","Farmhouse St. Patrick's Puffed Heart Garland","Completed","California","California","23.00","4.80","0.00","2.30","0.97","0.00","0.00","19.73","1.78","0.00","0.00","0.00","0.00"
"m16652946341","2022-02-01","","2022-02-03","Snoopy Peanuts Throw Blanket - Special Edition!","Completed","California","California","30.00","7.99","0.00","3.00","1.17","0.00","0.00","25.83","2.81","0.00","0.00","0.00","0.00"
"m95990834052","2022-01-27","","2022-02-03","Paris Eiffel Tower Twin Decorative Blanket Throw","Completed","Missouri","California","40.00","7.84","0.00","4.00","1.46","0.00","0.00","34.54","3.22","0.00","0.00","0.00","0.00"
"m59730712698","2022-01-31","","2022-02-04","Reserved: Easter Jeep Kitchen Towels","Completed","Oregon","California","15.00","4.80","0.00","1.50","0.74","0.00","0.00","12.76","0.00","0.00","0.00","0.00","0.00"
"m40128224133","2022-01-29","","2022-02-04","Jeep Wrangler Easter Table Runner - 2022 Ltd Edition!","Completed","Oregon","California","28.00","5.99","0.00","2.80","1.11","0.00","0.00","24.09","0.00","0.00","0.00","0.00","0.00"
"m22279203844","2022-01-30","","2022-02-04","Reserved Home Decor for Princess Bee","Completed","California","California","38.00","7.84","0.00","3.80","1.40","0.00","0.00","32.80","2.95","0.00","0.00","0.00","0.00"
"m83251093419","2022-02-01","","2022-02-04","NEW Juicy Couture Watercolor Heart Backpack Handbag  MSRP $99","Completed","California","California","49.00","7.84","0.00","4.90","1.72","0.00","0.00","42.38","4.53","2.00","0.00","0.00","0.00"
"m32314716133","2022-01-29","","2022-02-05","Jeep Wrangler Rubicon Valentine Plush Throw Blanket 3 Pc Set!","Completed","Illinois","California","35.00","7.84","0.00","3.50","1.32","0.00","0.00","30.18","2.68","0.00","0.00","0.00","0.00"
"m19240928225","2022-01-28","","2022-02-06","Red Heart Ceramic Serving Storage Canisters x 2","Completed","New York","California","23.00","9.84","0.00","2.30","0.97","0.00","0.00","19.73","2.83","0.00","0.00","0.00","0.00"
"m51276615229","2022-01-30","","2022-02-06","Peacock luxe plush twin blanket throw","Completed","California","California","32.00","9.84","0.00","3.20","1.23","0.00","0.00","27.57","2.64","0.00","0.00","0.00","0.00"
"m81174840433","2022-02-04","","2022-02-06","Juicy Couture Roses Weekender Bag","Completed","California","California","65.00","7.84","0.00","6.50","2.19","0.00","0.00","56.31","5.20","0.00","0.00","0.00","0.00"
"m24056110445","2022-01-28","","2022-02-07","Sloth Love and Hearts Valentine's Plush Throw","Completed","Florida","California","28.00","7.84","0.00","2.80","1.11","0.00","0.00","24.09","2.51","0.00","0.00","0.00","0.00"
"m34893587236","2022-01-30","","2022-02-08","Berkshire x Peanuts Snoopy & the Gang TWIN Blanket","Completed","North Carolina","California","36.00","7.84","0.00","3.60","1.34","0.00","0.00","31.06","3.18","0.00","0.00","0.00","0.00"
"m98220683512","2022-02-04","","2022-02-08","Paris Eiffel Tower Love Hearts Kitchen Towels","Completed","California","California","15.00","4.80","0.00","1.50","0.74","0.00","0.00","12.76","1.09","0.00","0.00","0.00","0.00"
"m35335848447","2022-02-01","","2022-02-08","Reserved: BOTM Book Bundle","Completed","Maine","California","30.00","0.00","0.00","3.00","1.17","0.00","0.00","25.83","1.65","0.00","0.00","0.00","0.00"
"m13134309283","2022-02-01","","2022-02-10","Mickey Mouse Bed Sheet Set Twin Bedding","Completed","Illinois","California","21.00","7.84","0.00","2.10","0.91","0.00","0.00","17.99","1.80","0.00","0.00","0.00","0.00"
"m24870757488","2022-02-01","","2022-02-10","Reserved: Valentine's Day Hearts Decorative Plush Throw","Completed","Missouri","California","22.00","7.84","0.00","2.20","0.94","0.00","0.00","18.86","2.01","0.00","0.00","0.00","0.00"
"m79998980177","2022-02-02","","2022-02-10","Juicy Couture Wordplay Carryon Weekender Duffel Bag","Completed","Maryland","California","60.00","9.84","0.00","6.00","2.04","0.00","0.00","51.96","3.60","0.00","0.00","0.00","0.00"
"m80546065608","2022-02-02","","2022-02-11","Betsey Johnson Carryon Weekender Duffle Bag","Completed","Texas","California","55.00","7.84","0.00","5.50","1.90","0.00","0.00","47.60","5.18","0.00","0.00","0.00","0.00"
"m62138014282","2022-01-24","","2022-02-11","Jeep Wrangler Rubicon Plush Throw Blanket 3 Pc Set!","Completed","Pennsylvania","California","29.00","7.84","0.00","2.90","1.14","0.00","0.00","24.96","2.21","0.00","0.00","0.00","0.00"
"m91691822643","2022-02-05","","2022-02-11","Betsey Johnson Bag & Crossbody Purse ❤️ SALE ❤️","Completed","Virginia","California","57.00","9.84","0.00","5.70","1.95","0.00","0.00","49.35","3.42","0.00","0.00","0.00","0.00"
"m90958088380","2022-02-04","","2022-02-11","Paris Eiffel Tower Love Hearts Kitchen Towels","Completed","Maine","California","15.00","4.87","0.00","1.50","0.74","0.00","0.00","12.76","0.83","0.00","0.00","0.00","0.00"
"m48696538801","2022-02-07","","2022-02-11","Disney Minnie Mouse 25"" Luggage","Completed","Oklahoma","California","148.00","13.50","0.00","14.80","4.59","0.00","0.00","128.61","8.87","0.00","0.00","0.00","0.00"
"m70929200028","2022-02-06","","2022-02-12","Multi Cat Hardshell Spinning Luggage - 21"" Carryon","Completed","Iowa","California","150.00","13.50","0.00","15.00","4.65","0.00","0.00","130.35","10.50","0.00","0.00","0.00","0.00"
"m34920256093","2022-02-05","","2022-02-12","Adorable Easter Gnome with Bunny Slippers and Easter Garland","Completed","South Carolina","California","24.00","9.42","0.00","2.40","1.00","0.00","0.00","20.60","2.34","0.00","0.00","0.00","0.00"
"m42927593162","2022-02-05","","2022-02-12","St Patrick's Day Felt bird Tiered Tray Decor HTF RARE!","Completed","South Carolina","California","20.00","4.87","0.00","2.00","0.88","0.00","0.00","17.12","1.99","0.00","0.00","0.00","0.00"
"m21770109970","2022-02-09","","2022-02-13","St. Patrick's Day Sequin Gnome Garland 6 Ft!","Completed","Alaska","California","20.00","5.99","0.00","2.00","0.88","0.00","0.00","17.12","0.00","0.00","0.00","0.00","0.00"
"m81690843558","2022-02-04","","2022-02-13","Paris Eiffel Tower World Traveler Luggage Set","Completed","North Carolina","California","243.00","22.00","0.00","24.30","7.35","0.00","0.00","211.35","19.88","0.00","0.00","0.00","0.00"
"m58853450449","2022-02-08","","2022-02-13","Peanuts Snoopy 4-Pc Kitchen Set","Completed","North Carolina","California","24.00","5.99","0.00","2.40","1.00","0.00","0.00","20.60","2.02","0.00","0.00","0.00","0.00"
"m14719506693","2022-02-06","","2022-02-14","Spring farmhouse convertible placemats table runner","Completed","Texas","California","22.00","6.18","0.00","2.20","0.94","0.00","0.00","18.86","1.76","0.00","0.00","0.00","0.00"
"m10561175850","2022-02-11","","2022-02-15","Mushroom Butterfly Botanical Oversized Velvet Plush Throw","Completed","Pennsylvania","California","25.00","7.84","0.00","2.50","1.03","0.00","0.00","21.47","1.97","0.00","0.00","0.00","0.00"
"m77566865936","2022-02-04","","2022-02-15","Glass with Wood Base Farmhouse Bird Cloche","Completed","Florida","California","14.00","9.66","0.00","1.40","0.71","0.00","0.00","11.89","1.66","0.00","0.00","0.00","0.00"
"m43522852592","2022-02-08","","2022-02-15","Peanuts Snoopy & Woodstock Valentine Bath Robe Sz S","Completed","North Carolina","California","32.00","7.84","0.00","3.20","1.23","0.00","0.00","27.57","2.79","0.00","0.00","0.00","0.00"
"m91019901676","2022-02-08","","2022-02-15","Porcelain Ceramic Pedestal Riser Set (2)","Completed","New York","California","16.00","5.99","0.00","1.60","0.76","0.00","0.00","13.64","1.76","0.00","0.00","0.00","0.00"
"m20272061413","2022-02-07","","2022-02-16","Frenchie French Bulldog Metal Vanity Tray","Completed","Tennessee","California","20.00","7.84","0.00","2.00","0.88","0.00","0.00","17.12","2.58","0.00","0.00","0.00","0.00"
"m88024198861","2022-02-10","","2022-02-16","Reserved: Farmhouse Pig with Tiara Wall Art Painting","Completed","Montana","California","28.00","9.99","0.00","2.80","1.11","0.00","0.00","24.09","0.00","0.00","0.00","0.00","0.00"
"m36014571659","2022-02-14","","2022-02-16","Reserved Paris and Disney Euro Luggage","Completed","California","California","243.00","20.00","0.00","24.30","7.35","0.00","0.00","211.35","18.83","0.00","0.00","0.00","0.00"
"m67657168012","2022-02-14","","2022-02-17","St Patrick's Day Felt Bird Tiered Tray Decor HTF RARE!","Completed","Arizona","California","20.00","4.87","0.00","2.00","0.88","0.00","0.00","17.12","1.66","0.00","0.00","0.00","0.00"
"m37808599323","2022-02-13","","2022-02-17","London Big Ben Spinning 28"" Luggage","Completed","Indiana","California","190.00","20.00","0.00","19.00","5.81","0.00","0.00","165.19","14.70","0.00","0.00","0.00","0.00"
"m47279665208","2022-02-10","","2022-02-18","St Patrick's Day Felt Bird Tiered Tray Decor HTF","Completed","Indiana","California","19.00","4.80","0.00","1.90","0.85","0.00","0.00","16.25","1.67","0.00","0.00","0.00","0.00"
"m28325038319","2022-02-06","","2022-02-19","Madden Girl Weekender Hearts Duffle Bag Carryon w/ Cosmetic Bag","Completed","Florida","California","56.00","7.84","0.00","5.60","1.92","0.00","0.00","48.48","4.15","0.00","0.00","0.00","0.00"
"m66988692943","2022-02-16","","2022-02-19","Reserved: Pink KitchenAid Utensils","Completed","California","California","35.00","0.00","6.18","3.50","1.32","0.00","0.00","24.00","2.71","0.00","0.00","0.00","0.00"
"m78691863247","2022-02-15","","2022-02-20","Juicy Couture Romantic Rose Weekender Bag with Heart Luggage Tag","Completed","Texas","California","60.00","9.42","0.00","6.00","2.04","0.00","0.00","51.96","5.73","0.00","0.00","0.00","0.00"
"m73136873564","2022-02-11","","2022-02-20","Mushroom Butterfly Botanical Oversized Velvet Plush Throw","Completed","Florida","California","25.00","9.42","0.00","2.50","1.03","0.00","0.00","21.47","2.58","0.00","0.00","0.00","0.00"
"m66374008035","2022-02-11","","2022-02-20","Hand Beaded Beautiful Butterfly Decorative Pillow","Completed","Louisiana","California","26.00","7.84","0.00","2.60","1.05","0.00","0.00","22.35","2.98","0.00","0.00","0.00","0.00"
"m30867898201","2022-02-13","","2022-02-22","I Love Paris Eiffel Tower Postcard Heart Pillow | Valentine's Day!","Completed","Iowa","California","23.00","7.84","0.00","2.30","0.97","0.00","0.00","19.73","1.61","0.00","0.00","0.00","0.00"
"m34776019421","2022-02-16","","2022-02-23","Paris Eiffel Tower Spinning Luggage - 29"" HTF!","Completed","Indiana","California","160.00","20.00","0.00","16.00","4.94","0.00","0.00","139.06","12.60","0.00","0.00","0.00","0.00"
"m92161805439","2022-02-12","","2022-02-23","Frenchie Boston Terrier Canvas Duffle Bag by Olympia","Completed","Ohio","California","38.00","9.84","0.00","3.80","1.40","0.00","0.00","32.80","3.73","0.00","0.00","0.00","0.00"
"m46729391082","2022-02-16","","2022-02-23","Reserved Paris Bundle","Completed","Florida","California","65.00","13.00","0.00","6.50","2.19","0.00","0.00","56.31","5.46","0.00","0.00","0.00","0.00"
"m93763707149","2022-02-20","","2022-02-23","Paris Eiffel Tower Spinning Carry On Luggage","Completed","Arizona","California","125.00","13.50","0.00","12.50","3.93","0.00","0.00","108.57","9.50","0.00","0.00","0.00","0.00"
"m45420892967","2022-02-22","","2022-02-24","Bundle: Paris and Mickey Mouse","Completed","California","California","75.00","13.00","0.00","7.50","2.48","0.00","0.00","65.02","5.81","0.00","0.00","0.00","0.00"
"m76569315819","2022-02-22","","2022-02-25","Juicy Couture Pink Leopard Throw Blanket","Completed","California","California","28.00","9.42","0.00","2.80","1.11","0.00","0.00","24.09","3.01","0.00","0.00","0.00","0.00"
"m29509618887","2022-02-20","","2022-02-26","Reserved: Peanuts Pillows & Throws Bundle","Completed","Georgia","California","139.00","20.00","0.00","13.90","4.33","0.00","0.00","120.77","11.13","2.00","0.00","0.00","0.00"
"m35699651508","2022-02-24","","2022-03-01","Frenchie Pug Corgi Doxie Multi Dog Insulated Lunch Tote Bag","Completed","California","California","26.00","6.18","0.00","2.60","1.05","0.00","0.00","22.35","2.02","0.00","0.00","0.00","0.00"
"m45228378414","2022-02-25","","2022-03-01","French Bulldog Frenchie Rainbow Cosmetic Travel Lunch Train Tote","Completed","Kentucky","California","25.00","4.87","0.00","2.50","1.03","0.00","0.00","21.47","1.79","0.00","0.00","0.00","0.00"
"m50389831551","2022-02-25","","2022-03-02","Mickey and Minnie Mouse Love & Hearts Door Greeters","Completed","California","California","65.00","13.00","0.00","6.50","2.19","0.00","0.00","56.31","5.69","0.00","0.00","0.00","0.00"
"m73959514747","2022-02-28","","2022-03-03","Shabby Chic Brocade Table Runner","Completed","New Jersey","California","24.00","6.18","0.00","2.40","1.00","0.00","0.00","20.60","2.00","0.00","0.00","0.00","0.00"
"m49042043261","2022-03-01","","2022-03-05","Easter Pug wirh Bunny Ears Plush Throw Blanket","Completed","Missouri","California","22.00","7.84","0.00","2.20","0.94","0.00","0.00","18.86","1.78","0.00","0.00","0.00","0.00"
"m42463077669","2022-03-03","","2022-03-05","Juicy Couture Watercolor Heart Shoulder Crossbody Bag NWT","Completed","Maryland","California","30.00","4.87","0.00","3.00","1.17","0.00","0.00","25.83","1.80","0.00","0.00","0.00","0.00"
"m46782328008","2022-03-01","","2022-03-06","Reserved; Easter Decor Bundle","Completed","Pennsylvania","California","94.00","13.00","0.00","9.40","3.03","0.00","0.00","81.57","6.42","0.00","0.00","0.00","0.00"
"m25690385761","2022-02-25","","2022-03-06","Peanuts Easter Snoopy & Woodstock Berkshire Throw Blanket x2 Bundle","Completed","Michigan","California","60.00","11.88","0.00","6.00","2.04","0.00","0.00","51.96","4.31","0.00","0.00","0.00","0.00"
"m59182011915","2022-03-03","","2022-03-07","Farmhouse bumblebee beehive salt & pepper shaker","Completed","Washington","California","17.00","6.18","0.00","1.70","0.79","0.00","0.00","14.51","2.39","0.00","0.00","0.00","0.00"
"m83797710817","2022-02-27","","2022-03-08","RARE Limited Edition Easter Felt Birds - Adorable!","Completed","New Mexico","California","52.00","6.18","0.00","5.20","1.81","0.00","0.00","44.99","4.73","0.00","0.00","0.00","0.00"
"m71931520466","2022-02-26","","2022-03-08","Buffalo Plaid Beaded Farmhouse Bunny Pillow","Completed","Texas","California","28.00","9.66","0.00","2.80","1.11","0.00","0.00","24.09","2.35","2.00","0.00","0.00","0.00"
"m90510798843","2022-03-04","","2022-03-09","Frenchie Boston Terrier Bunny Ears Plush Easter Throw Blanket","Completed","Washington","California","26.00","9.42","0.00","2.60","1.05","0.00","0.00","22.35","3.33","2.00","0.00","0.00","0.00"
"m11555682031","2022-03-06","","2022-03-11","Eiffel Tower Paper Towel Holder","Completed","Connecticut","California","15.00","6.18","0.00","1.50","0.74","0.00","0.00","12.76","1.34","0.00","0.00","0.00","0.00"
"m33350399703","2022-03-09","","2022-03-12","Paris Eiffel Tower Pink Insulated Lunch Tote Bag","Completed","Oregon","California","26.00","6.18","0.00","2.60","1.05","0.00","0.00","22.35","0.00","0.00","0.00","0.00","0.00"
"m79356005144","2022-03-06","","2022-03-12","Paris Eiffel Tower Soap Dispenser Caddy","Completed","Colorado","California","22.00","7.84","0.00","2.20","0.94","0.00","0.00","18.86","2.06","0.00","0.00","0.00","0.00"
"m17105048066","2022-03-05","","2022-03-12","Reserved: Paris Home Decor","Completed","New Jersey","California","66.00","11.88","0.00","6.60","2.21","0.00","0.00","57.19","5.16","0.00","0.00","0.00","0.00"
"m90597079109","2022-03-05","","2022-03-13","Juicy Couture Romantic Rose Weekender Bag with Heart Luggage Tag","Completed","Texas","California","60.00","9.66","0.00","6.00","2.04","0.00","0.00","51.96","5.75","0.00","0.00","0.00","0.00"
"m43063797222","2022-03-08","","2022-03-13","Hand Beaded Butterfly and Embroidery Table Runner","Completed","Iowa","California","56.00","9.66","0.00","5.60","1.92","0.00","0.00","48.48","3.92","0.00","0.00","0.00","0.00"
"m48579596234","2022-03-06","","2022-03-13","Juicy Couture Roses Carryon Weekender Duffel Bag","Completed","Missouri","California","63.00","9.66","0.00","6.30","2.13","0.00","0.00","54.57","4.89","0.00","0.00","0.00","0.00"
"m97001686361","2022-03-06","","2022-03-14","Hand Beaded Butterfly and Embroidery Table Runner","Completed","Wisconsin","California","56.00","9.66","0.00","5.60","1.92","0.00","0.00","48.48","3.61","2.00","0.00","0.00","0.00"
"m27741959868","2022-03-07","","2022-03-14","New. Sephora Favorites Set","Completed","Connecticut","California","29.00","6.18","0.00","2.90","1.14","0.00","0.00","24.96","2.23","0.00","0.00","0.00","0.00"
"m42435459662","2022-03-12","","2022-03-14","Juicy Couture Watercolor Heart Card Holder | Wallet | Key Chain","Completed","Nevada","California","22.00","3.72","0.00","2.20","0.94","0.00","0.00","18.86","1.84","0.00","0.00","0.00","0.00"
"m35213056442","2022-03-07","","2022-03-14","Reserved: Snoopy Easter Throw & Rae Dunn Shower Curtain","Completed","Georgia","California","35.00","9.66","0.00","3.50","1.32","0.00","0.00","30.18","3.13","2.00","0.00","0.00","0.00"
"m27799926482","2022-03-09","","2022-03-14","Juicy Couture Pink Watercolor Heart Bi-Fold Wallet","Completed","California","California","22.00","4.87","0.00","2.20","0.94","0.00","0.00","18.86","1.98","0.00","0.00","0.00","0.00"
"m13959390895","2022-03-10","","2022-03-15","Juicy Couture Romantic Rose Weekender Bag with Heart Luggage Tag","Completed","Missouri","California","65.00","9.66","0.00","6.50","2.19","0.00","0.00","56.31","5.02","0.00","0.00","0.00","0.00"
"m14182849759","2022-03-13","","2022-03-17","Jessica Simpson Butterflies Leopard Print Weekender Bag","Completed","Arizona","California","59.00","9.66","0.00","5.90","2.01","0.00","0.00","51.09","4.96","2.00","0.00","0.00","0.00"
"m32384316072","2022-03-11","","2022-03-17","JUICY COUTURE Petal Stat Collection Floral Logo Large Tote","Completed","Nevada","California","59.00","9.42","0.00","5.90","2.01","0.00","0.00","51.09","4.94","0.00","0.00","0.00","0.00"
"m76656899425","2022-03-12","","2022-03-17","Juicy Couture Pink Leopard Throw Blanket","Completed","Texas","California","28.00","9.42","0.00","2.80","1.11","0.00","0.00","24.09","3.09","0.00","0.00","0.00","0.00"
"m52813638103","2022-03-14","","2022-03-17","Rae Dunn Luggage Tags & Gripper HTF | Black","Completed","Virginia","California","18.00","4.87","0.00","1.80","0.82","0.00","0.00","15.38","1.13","0.00","0.00","0.00","0.00"
"m27487624124","2022-03-14","","2022-03-18","Rae Dunn The 12 Months Ladies Socks","Completed","New Jersey","California","21.00","6.18","0.00","2.10","0.91","0.00","0.00","17.99","1.80","0.00","0.00","0.00","0.00"
"m26753897064","2022-03-15","","2022-03-18","Limited Edition Pink Easter Felt Bird with Garland","Completed","Washington","California","20.00","4.87","0.00","2.00","0.88","0.00","0.00","17.12","2.09","0.00","0.00","0.00","0.00"
"m17783265932","2022-03-11","","2022-03-18","Farmhouse Wooden Heart Two Tier Tray","Completed","Missouri","California","45.00","13.00","0.00","4.50","1.61","0.00","0.00","38.89","4.77","2.00","0.00","0.00","0.00"
"m37330818602","2022-03-11","","2022-03-18","Paris Eiffel Tower Storage Containers x 3","Completed","North Carolina","California","24.00","7.84","0.00","2.40","1.00","0.00","0.00","20.60","2.23","0.00","0.00","0.00","0.00"
"m99743813261","2022-03-12","","2022-03-19","French Le Bain 4 Piece Ceramic Vanity Bath Set","Completed","Nevada","California","40.00","11.88","0.00","4.00","1.46","0.00","0.00","34.54","3.35","0.00","0.00","0.00","0.00"
"m12320110823","2022-03-11","","2022-03-19","Farmhouse Watercolor Lemon Tablecloth 60 x 84""","Completed","Pennsylvania","California","26.00","9.42","0.00","2.60","1.05","0.00","0.00","22.35","2.13","0.00","0.00","0.00","0.00"
"m79874864286","2022-03-12","","2022-03-19","Reserved Farmhouse Lemon Decor","Completed","Maryland","California","50.00","11.88","0.00","5.00","1.75","0.00","0.00","43.25","3.00","0.00","0.00","0.00","0.00"
"m78335955856","2022-03-12","","2022-03-19","Paris Eiffel Tower Luggage Set","Completed","Arizona","California","285.00","22.00","0.00","28.50","8.57","0.00","0.00","247.93","23.09","0.00","0.00","0.00","0.00"
