"Item Id","Sold Date","Canceled Date","Completed Date","Item Title","Order Status","Shipped to State","Shipped from State","Item Price","Buyer Shipping Fee","Seller Shipping Fee","Mercari Selling Fee","Payment Processing Fee Charged To Seller","Shipping Adjustment Fee","Penalty Fee","Net Seller Proceeds","Sales Tax Charged to Buyer","Merchant Fees Charged to Buyer","Service Fee Charged to Buyer","Buyer Protection Charged to Buyer","Payment Processing Fee Charged to Buyer"
"m36448808465","2022-03-11","","2022-03-19","Vintage Shabby Chic Floral Vanity Tray","Completed","Florida","California","22.00","9.66","0.00","2.20","0.94","0.00","0.00","18.86","2.22","0.00","0.00","0.00","0.00"
"m44727468018","2022-03-17","","2022-03-19","Beautiful Beaded Easter Eggs Table Runner 13 x 36""","Completed","California","California","45.00","9.66","0.00","4.50","1.61","0.00","0.00","38.89","3.76","0.00","0.00","0.00","0.00"
"m94927892258","2022-03-17","","2022-03-20","Cherry Blossoms Shower Curtain Set","Completed","California","California","24.00","9.42","0.00","2.40","1.00","0.00","0.00","20.60","1.86","0.00","0.00","0.00","0.00"
"m36741497854","2022-03-19","","2022-03-21","Coastal Deep Sea Shower Curtain","Completed","Pennsylvania","California","23.00","6.18","0.00","2.30","0.97","0.00","0.00","19.73","1.76","0.00","0.00","0.00","0.00"
"m18445251402","2022-03-12","","2022-03-22","Juicy Couture Rose Carryon Weekender Duffel Bag with Luggage Tag","Completed","Massachusetts","California","65.00","9.66","0.00","6.50","2.19","0.00","0.00","56.31","4.06","0.00","0.00","0.00","0.00"
"m61377513020","2022-03-16","","2022-03-22","French Paris Eiffel Tower Decor Pillows","Completed","Michigan","California","32.00","10.48","0.00","3.20","1.23","0.00","0.00","27.57","2.55","0.00","0.00","0.00","0.00"
"m86274256089","2022-03-16","","2022-03-22","Frenchie in Paris Eiffel Tower Bath Towel Set","Completed","Minnesota","California","28.00","9.66","0.00","2.80","1.11","0.00","0.00","24.09","2.78","0.00","0.00","0.00","0.00"
"m50195720357","2022-03-16","","2022-03-23","Juicy Couture Backpack Purse 5 Pc Set Valentine's Day!","Completed","Virginia","California","76.00","9.66","0.00","7.60","2.50","0.00","0.00","65.90","4.03","2.00","0.00","0.00","0.00"
"m88665554381","2022-03-17","","2022-03-23","Farmhouse Bee Tray or Platter","Completed","Georgia","California","24.00","9.66","0.00","2.40","1.00","0.00","0.00","20.60","2.69","0.00","0.00","0.00","0.00"
"m50719211448","2022-03-16","","2022-03-23","Shabby Chic Easter Bunny Rabbit Throw Blanket | Luxe Plush","Completed","Illinois","California","24.00","9.42","0.00","2.40","1.00","0.00","0.00","20.60","2.09","0.00","0.00","0.00","0.00"
"m82181544128","2022-03-16","","2022-03-24","Genuine Crystal Crown Decor | Set of Two | Candle Holder","Completed","Kentucky","California","30.00","9.66","0.00","3.00","1.17","0.00","0.00","25.83","2.38","0.00","0.00","0.00","0.00"
"m64524078775","2022-03-16","","2022-03-24","Paris Eiffel Tower French Kitchen Towels Set of Two","Completed","Wisconsin","California","15.00","4.87","0.00","1.50","0.74","0.00","0.00","12.76","1.09","0.00","0.00","0.00","0.00"
"m87285453236","2022-03-19","","2022-03-25","Juicy Couture Pink Wordplay Carryon Weekender Duffel Bag","Completed","California","California","65.00","11.88","0.00","6.50","2.19","0.00","0.00","56.31","5.04","0.00","0.00","0.00","0.00"
"m61974106025","2022-03-17","","2022-03-25","Schitts Creek Rose Apothecary Luxe Throw","Completed","Ohio","California","32.00","9.66","0.00","3.20","1.23","0.00","0.00","27.57","2.81","0.00","0.00","0.00","0.00"
"m47587371813","2022-03-19","","2022-03-25","Amanda Greenwood Designer Books Canvas","Completed","Oklahoma","California","45.00","11.88","0.00","4.50","1.61","0.00","0.00","38.89","3.79","0.00","0.00","0.00","0.00"
"m83288960394","2022-03-22","","2022-03-27","Jeep Wrangler Easter Table Runner - 2022 Ltd Edition!","Completed","Florida","California","22.00","6.18","0.00","2.20","0.94","0.00","0.00","18.86","1.97","0.00","0.00","0.00","0.00"
"m88360835540","2022-03-21","","2022-03-29","French Eiffel Tower Sink Mat","Completed","Missouri","California","10.00","6.18","0.00","1.00","0.59","0.00","0.00","8.41","1.57","0.00","0.00","0.00","0.00"
"m12825970323","2022-03-22","","2022-03-30","Farmhouse Lemon Sink Mat Set x2 | Can be purchased as a single mat","Completed","Florida","California","18.00","9.42","0.00","1.80","0.82","0.00","0.00","15.38","1.92","0.00","0.00","0.00","0.00"
"m55856149545","2022-03-24","","2022-03-30","Boho Succulant Potted Plants Shower Curtain","Completed","Virginia","California","18.00","6.18","0.00","1.80","0.82","0.00","0.00","15.38","0.95","0.00","0.00","0.00","0.00"
"m66996637718","2022-03-24","","2022-04-01","Easter Bunny Pedestal Risers x 3 Tier Tray Decor","Completed","Kentucky","California","24.00","9.66","0.00","2.40","1.00","0.00","0.00","20.60","2.02","0.00","0.00","0.00","0.00"
"m33894282819","2022-03-23","","2022-04-01","French Country Farmhouse Sunflower Kitchen Sink Mats (2)","Completed","Florida","California","18.00","9.42","0.00","1.80","0.82","0.00","0.00","15.38","1.92","2.00","0.00","0.00","0.00"
"m23753992974","2022-03-30","","2022-04-01","Pink Flamingo Kitchen Sink Mat","Completed","Virginia","California","10.00","4.87","0.00","1.00","0.59","0.00","0.00","8.41","0.60","0.00","0.00","0.00","0.00"
"m32219114553","2022-03-26","","2022-04-02","Beach Please Tufted Navy Coastal Outdoor Throw Pillow","Completed","Florida","California","24.00","7.99","0.00","2.40","1.00","0.00","0.00","20.60","2.24","0.00","0.00","0.00","0.00"
"m73684167595","2022-03-31","","2022-04-02","Monarch Butterfly Rolling Carryon Luggage and Matching Cosmetic Train Case","Completed","California","California","159.00","13.50","0.00","15.90","4.91","0.00","0.00","138.19","14.71","0.00","0.00","0.00","0.00"
"m36878458666","2022-03-25","","2022-04-04","Agent Provocateur by Agent Provocateur Eau de Parfum Spray 6.7 oz","Completed","Ohio","California","40.00","7.99","0.00","4.00","1.46","0.00","0.00","34.54","3.60","0.00","0.00","0.00","0.00"
"m13538901248","2022-03-30","","2022-04-05","Reserved Bundle: Pretty Floral Decor","Completed","Florida","California","73.00","10.95","0.00","7.30","2.42","0.00","0.00","63.28","6.30","0.00","0.00","0.00","0.00"
"m78012549961","2022-03-30","","2022-04-05","Paris Eiffel Tower Ceramic Soap Dispenser","Completed","New York","California","18.00","6.18","0.00","1.80","0.82","0.00","0.00","15.38","2.12","0.00","0.00","0.00","0.00"
"m63198068717","2022-03-30","","2022-04-05","Reserved: Southern Glam Floral Garden Queen Quilt Set","Completed","Florida","California","75.00","13.00","0.00","7.50","2.48","0.00","0.00","65.02","6.60","0.00","0.00","0.00","0.00"
"m15156562652","2022-03-31","","2022-04-05","Martini Mai Tai Taquila Cocktails Luggage Set | 20"" Carryon and 24"","Completed","Michigan","California","250.00","22.00","0.00","25.00","7.55","0.00","0.00","217.45","16.32","0.00","0.00","0.00","0.00"
"m54983375963","2022-04-03","","2022-04-06","Spiritual Garland Gold Foil Cloth Shower Curtain | Navy","Completed","Florida","California","20.00","4.87","0.00","2.00","0.88","0.00","0.00","17.12","1.74","0.00","0.00","0.00","0.00"
"m72073821772","2022-03-27","","2022-04-06","Rae Dunn Crazy Cat Lady Man Pet Bowls (4)","Completed","Ohio","California","38.00","10.95","0.00","3.80","1.40","0.00","0.00","32.80","3.43","0.00","0.00","0.00","0.00"
"m77384930651","2022-03-29","","2022-04-07","Monarch Butterfly Rolling Carryon Luggage and Matching Cosmetic Train Case","Completed","Illinois","California","156.00","20.00","0.00","15.60","4.82","0.00","0.00","135.58","11.00","0.00","0.00","0.00","0.00"
"m21491847696","2022-04-04","","2022-04-07","Paris Eiffel Tower Plush Baby or Pet Blanket | So Plush!","Completed","New Jersey","California","18.00","4.87","0.00","1.80","0.82","0.00","0.00","15.38","1.52","0.00","0.00","0.00","0.00"
"m52658907564","2022-04-01","","2022-04-08","Penhaligon's Portraits Scent Library 10 x 2ml Eau De Parfum EDP Sample Set NEW","Completed","Texas","California","52.00","4.87","0.00","5.20","1.81","0.00","0.00","44.99","4.69","0.00","0.00","0.00","0.00"
"m12839711427","2022-04-01","","2022-04-08","Reserved: Peanuts x Berkshire Snoopy Throw Blanket","Completed","Wisconsin","California","28.00","7.99","0.00","2.80","1.11","0.00","0.00","24.09","1.98","0.00","0.00","0.00","0.00"
"m17855370078","2022-03-31","","2022-04-08","Farmhouse Lemon Sink Mat Set x2 | Can be purchased as a single mat","Completed","Virginia","California","18.00","7.99","0.00","1.80","0.82","0.00","0.00","15.38","1.08","0.00","0.00","0.00","0.00"
"m86888405640","2022-04-02","","2022-04-09","Reserved Bundle: Dog mat and Betsey Johnson Throw","Completed","Ohio","California","40.00","7.99","0.00","4.00","1.46","0.00","0.00","34.54","3.74","0.00","0.00","0.00","0.00"
"m62127419653","2022-04-04","","2022-04-09","KitchenAid Lavender Kitchen Set | Slotted Turner & Basting Spoon","Completed","Kansas","California","21.00","6.18","0.00","2.10","0.91","0.00","0.00","17.99","2.47","0.00","0.00","0.00","0.00"
"m21622922307","2022-04-01","","2022-04-10","Reserved: Cocktails Kitchen Sink Mats - Set of Two","Completed","Texas","California","20.00","7.99","0.00","2.00","0.88","0.00","0.00","17.12","2.31","0.00","0.00","0.00","0.00"
"m67333156712","2022-04-05","","2022-04-10","Reserved: Home Decor","Completed","California","California","96.00","13.00","0.00","9.60","3.08","0.00","0.00","83.32","8.40","0.00","0.00","0.00","0.00"
"m95857595757","2022-04-05","","2022-04-10","Multi Dog Mom Plush Throw Set","Completed","Arkansas","California","22.00","7.99","0.00","2.20","0.94","0.00","0.00","18.86","2.92","0.00","0.00","0.00","0.00"
"m59350349965","2022-04-01","","2022-04-12","ED Ellen DeGeneres Multi Dog Bath Towel Set - SOLD OUT in Stores!","Completed","Michigan","California","38.00","7.99","0.00","3.80","1.40","0.00","0.00","32.80","2.76","0.00","0.00","0.00","0.00"
"m84716410116","2022-04-08","","2022-04-14","Reserved: Pug kitchen items","Completed","Michigan","California","40.00","7.99","0.00","4.00","1.46","0.00","0.00","34.54","2.88","0.00","0.00","0.00","0.00"
"m23064059926","2022-04-11","","2022-04-14","Floral Shabby Chic Watercolor Cloth Shower Curtain | Pom Pom Detail","Completed","Pennsylvania","California","23.00","6.18","0.00","2.30","0.97","0.00","0.00","19.73","2.05","0.00","0.00","0.00","0.00"
"m41167123769","2022-04-08","","2022-04-15","Farmhouse Shabby Chic 8-Piece Comforter Set | California King","Completed","North Carolina","California","75.00","13.50","0.00","7.50","2.48","0.00","0.00","65.02","5.97","0.00","0.00","0.00","0.00"
"m91912898035","2022-04-11","","2022-04-16","French Eiffel Tower Sink Mat","Completed","Michigan","California","10.00","6.18","0.00","1.00","0.59","0.00","0.00","8.41","0.97","0.00","0.00","0.00","0.00"
"m20156671412","2022-04-13","","2022-04-16","Sephora Favorites Deluxe Perfume Sampler Set NO SCENT CERTIFICATE.","Completed","New York","California","48.00","6.18","0.00","4.80","1.69","0.00","0.00","41.51","4.74","0.00","0.00","0.00","0.00"
"m64047190000","2022-04-09","","2022-04-16","Frenchie / Boston Terrier Canvas Duffel Bag by Olympia","Completed","Connecticut","California","36.00","7.99","0.00","3.60","1.34","0.00","0.00","31.06","2.79","0.00","0.00","0.00","0.00"
"m78746613760","2022-04-11","","2022-04-17","Farmhouse Kitty Cat Sink Mat x 2","Completed","Nevada","California","18.00","7.99","0.00","1.80","0.82","0.00","0.00","15.38","0.00","0.00","0.00","0.00","0.00"
"m35057265739","2022-04-13","","2022-04-17","Juicy Couture Floral Signature Backpack with Coin Purse","Completed","Texas","California","54.00","7.99","0.00","5.40","1.87","0.00","0.00","46.73","5.11","0.00","0.00","0.00","0.00"
"m89223663252","2022-04-07","","2022-04-18","Paris Eiffel Tower Canvas Storage Containers x 3","Completed","Ohio","California","24.00","7.99","0.00","2.40","1.00","0.00","0.00","20.60","2.48","0.00","0.00","0.00","0.00"
"m68094817077","2022-04-13","","2022-04-19","KitchenAid PINK Ice Cream Scoop","Completed","Illinois","California","20.00","6.18","0.00","2.00","0.88","0.00","0.00","17.12","1.64","0.00","0.00","0.00","0.00"
"m17094887886","2022-04-12","","2022-04-20","Farmhouse Bumblebee Bone China Espresso Mugs","Completed","Oklahoma","California","22.00","7.99","0.00","2.20","0.94","0.00","0.00","18.86","1.96","0.00","0.00","0.00","0.00"
"m90595943619","2022-04-12","","2022-04-20","Silver Drawer Pulls 8 pc","Completed","Missouri","California","26.00","7.99","0.00","2.60","1.05","0.00","0.00","22.35","2.33","0.00","0.00","0.00","0.00"
"m53989471122","2022-04-15","","2022-04-21","Rare 2021 Limited Edition Holiday Felt Birds","Completed","Maryland","California","45.00","6.18","0.00","4.50","1.61","0.00","0.00","38.89","2.70","0.00","0.00","0.00","0.00"
"m24441665048","2022-04-14","","2022-04-22","Paris Shabby Chic Cloth Shower Curtain | Pom Pom Detail","Completed","Oklahoma","California","23.00","6.18","0.00","2.30","0.97","0.00","0.00","19.73","1.06","0.00","0.00","0.00","0.00"
"m44991662367","2022-04-15","","2022-04-22","Toile Melamine Salad Bowl and Server 7 Piece Set | Shabby Chic Farmhouse","Completed","Delaware","California","45.00","10.95","0.00","4.50","1.61","0.00","0.00","38.89","0.00","0.00","0.00","0.00","0.00"
"m82741478398","2022-04-21","","2022-04-23","Farmhouse Bee Coasters | Set of 4","Completed","Pennsylvania","California","19.00","4.87","0.00","1.90","0.85","0.00","0.00","16.25","1.44","0.00","0.00","0.00","0.00"
"m59816648895","2022-04-19","","2022-04-24","Sea Turtle String Lights 10 Ft","Completed","Texas","California","15.00","3.72","0.00","1.50","0.74","0.00","0.00","12.76","1.54","0.00","0.00","0.00","0.00"
"m80221662888","2022-04-18","","2022-04-25","French Shabby Chic Vanity Tray","Completed","Florida","California","18.00","7.99","0.00","1.80","0.82","0.00","0.00","15.38","1.82","0.00","0.00","0.00","0.00"
"m20335708211","2022-04-18","","2022-04-25","Dachshund Super Soft Leggings Sz 12-18","Completed","Missouri","California","19.00","4.87","0.00","1.90","0.85","0.00","0.00","16.25","1.53","0.00","0.00","0.00","0.00"
"m44911880729","2022-04-21","","2022-04-25","Body Glove Surf Rider Bikini Swimsuit M","Completed","Florida","California","32.00","4.87","0.00","3.20","1.23","0.00","0.00","27.57","2.40","0.00","0.00","0.00","0.00"
"m21562565948","2022-04-19","","2022-04-26","RESERVED for someone special! | Home decor","Completed","Washington","California","54.00","10.48","0.00","5.40","1.87","0.00","0.00","46.73","5.48","0.00","0.00","0.00","0.00"
"m50233286980","2022-04-15","","2022-04-26","Guava Tropical Fern Shower Curtain","Completed","Mississippi","California","22.00","6.18","0.00","2.20","0.94","0.00","0.00","18.86","1.97","0.00","0.00","0.00","0.00"
"m35955220290","2022-04-23","","2022-04-27","Juicy Couture Red Hat w/ JC Charms","Completed","California","California","36.00","7.99","0.00","3.60","1.34","0.00","0.00","31.06","3.02","0.00","0.00","0.00","0.00"
"m91922038811","2022-04-22","","2022-04-27","French Bulldog Frenchie Rainbow Cosmetic Travel Lunch Train Tote","Completed","Texas","California","23.00","4.87","0.00","2.30","0.97","0.00","0.00","19.73","2.30","0.00","0.00","0.00","0.00"
"m59766502568","2022-04-24","","2022-04-27","Butterfly Drawer Pulls | Set of 6","Completed","California","California","25.00","7.99","0.00","2.50","1.03","0.00","0.00","21.47","2.38","0.00","0.00","0.00","0.00"
"m62143367204","2022-04-24","","2022-04-27","Golden Retriever Luggage Tag x 2","Completed","Arizona","California","12.00","3.72","0.00","1.20","0.65","0.00","0.00","10.15","1.02","0.00","0.00","0.00","0.00"
"m82479871049","2022-04-22","","2022-04-28","French Bulldog Frenchie Watercolor Wall Art","Completed","Illinois","California","24.00","7.99","0.00","2.40","1.00","0.00","0.00","20.60","2.00","0.00","0.00","0.00","0.00"
"m98046852288","2022-04-26","","2022-04-29","Coastal Watercolor Sea Shell Shower Curtain","Completed","Virginia","California","22.00","6.18","0.00","2.20","0.94","0.00","0.00","18.86","1.32","0.00","0.00","0.00","0.00"
"m46486711343","2022-04-20","","2022-04-29","Metal and Rope Rustic Farmhouse Trays","Completed","North Carolina","California","28.00","10.95","0.00","2.80","1.11","0.00","0.00","24.09","2.82","0.00","0.00","0.00","0.00"
"m66613863172","2022-04-28","","2022-04-30","Juicy Couture Wallet | Red Hearts | Chestnut","Completed","California","California","25.00","4.87","0.00","2.50","1.03","0.00","0.00","21.47","1.99","0.00","0.00","0.00","0.00"
"m59274153055","2022-04-24","","2022-05-01","Beaded Coastal Crab Coasters | Set of 4 | HTF","Completed","Georgia","California","18.00","4.87","0.00","1.80","0.82","0.00","0.00","15.38","1.60","0.00","0.00","0.00","0.00"
"m67666836128","2022-04-29","","2022-05-02","Shabby Chic Floral Rose Ceramic Drawer Pulls","Completed","Indiana","California","20.00","6.18","0.00","2.00","0.88","0.00","0.00","17.12","1.83","0.00","0.00","0.00","0.00"
"m89606828680","2022-04-24","","2022-05-04","Oliver Gal LV Framed Artwork Wall Decor | Foil Embellishment","Completed","Texas","California","46.00","10.95","0.00","4.60","1.63","0.00","0.00","39.77","4.70","0.00","0.00","0.00","0.00"
"m43643830873","2022-04-27","","2022-05-04","Roxy Floral Backpack","Completed","Ohio","California","38.00","7.99","0.00","3.80","1.40","0.00","0.00","32.80","3.10","0.00","0.00","0.00","0.00"
"m96704968628","2022-05-02","","2022-05-06","THL Salt and Pepper Cellars | Farmhouse | French Country","Completed","Nevada","California","22.00","6.18","0.00","2.20","0.94","0.00","0.00","18.86","1.56","0.00","0.00","0.00","0.00"
"m74178519956","2022-05-02","","2022-05-07","Frog Couple Crowned Prince Decor","Completed","Wisconsin","California","20.00","6.18","0.00","2.00","0.88","0.00","0.00","17.12","1.44","0.00","0.00","0.00","0.00"
"m64143463610","2022-05-02","","2022-05-09","Rae Dunn Floral Bathroom Vanity Set | Soap Dispense Ttothbrush Holder Tumbler","Completed","Nebraska","California","41.00","10.95","0.00","4.10","1.49","0.00","0.00","35.41","2.86","0.00","0.00","0.00","0.00"
